Comment,Designator,Footprint,LCSC,Quantity
Conn_01x01,J5,SMD_Pad,,1
Conn_01x01,J4,SMD_Pad,,1
Conn_01x01,J2,SMD_Pad,,1
Conn_01x01,J1,SMD_Pad,,1
